Price,Close,High,Low,Open,Volume
Ticker,META,META,META,META,META
Date,,,,,
2025-05-16,638.3485107421875,638.448175394899,624.2026405076157,635.9759078924747,18519000
2025-05-19,638.438232421875,641.0002469311114,625.8475073073743,626.2961199602966,9592400
2025-05-20,635.1185913085938,637.3615937967512,630.2936778074568,634.0320152877193,6743500
2025-05-21,633.5235595703125,644.5989922480402,628.2101191307713,629.8250759728282,11464600
2025-05-22,634.5902099609375,641.2494271811771,628.7484497588706,632.078027946325,8228400
2025-05-23,625.1097412109375,630.4829920563529,620.7134837844421,622.0592607315479,8454100
2025-05-27,640.3223876953125,641.080033825353,630.7821431595195,633.4338437693247,9508400
2025-05-28,641.5784301757812,648.8557144048555,640.5516043549418,640.6014366817531,9042900
2025-05-29,643.0438842773438,651.288184072806,637.5111569296643,649.6233948044612,8858800
2025-05-30,645.476318359375,647.3903301879006,630.812104900707,640.5018468251236,16241000
2025-06-02,668.8134765625,671.166122188044,642.256314296396,642.3859148545713,15766300
2025-06-03,664.7760009765625,673.4788911194719,662.9617149147357,669.3617309927172,11585000
2025-06-04,685.8104858398438,686.8572081679845,666.4907528237472,667.238420321753,14031900
2025-06-05,682.49072265625,692.2203773049333,680.1280985848566,689.5088052796527,13083100
2025-06-06,695.5401000976562,700.6242144400436,689.7182360915449,694.0048506531133,11728000
2025-06-09,691.9013671875,702.9967560909232,691.7817452730692,696.2877068677252,12773200
2025-06-10,700.2155151367188,701.0428899746662,689.4092014623567,699.1687320280228,10850100
2025-06-11,691.9811401367188,706.6653082639799,689.8378026054309,701.5213833723484,9582500
2025-06-12,691.20361328125,693.2173504861605,684.8634076906623,691.1438023170118,7322700
2025-06-13,680.7462768554688,692.4099021517203,678.8920760381308,685.810495147385,9274400
2025-06-16,700.4749145507812,705.4931583928874,691.8851025594383,697.6914734952734,13720300
2025-06-17,695.5963134765625,704.3158251974513,694.4290719322615,700.3551564610796,10066100
2025-06-18,694.1397705078125,699.9461410540869,693.2718138640435,696.5440968778995,10068300
2025-06-20,680.7512817382812,700.1756966800983,677.0799110041145,699.1081963012703,22538600
2025-06-23,696.8933715820312,697.4121118139869,677.1596869463602,682.0881149489193,11080100
2025-06-24,710.5313110351562,711.5189816994163,700.4649253469852,703.2384409706419,13823200
2025-06-25,707.01953125,714.9010456370576,703.7272754411318,711.6486741856498,9320400
2025-06-26,724.3888549804688,726.5138085370661,709.3840535476093,712.6862960420309,13964800
2025-06-27,731.9110717773438,733.7068421056694,724.1592578043636,724.8177454897765,18775700
2025-06-30,736.3606567382812,746.1476691378697,732.5296271967599,742.8054817668852,15402100
2025-07-01,717.5348510742188,736.0214648412638,713.6938959127618,735.1535081071979,13431200
2025-07-02,711.8981323242188,718.6123446328994,711.1299169276585,713.6540184351263,9336700
2025-07-03,717.3253784179688,727.3219211703462,712.7461059372963,724.9075473573512,8601700
2025-07-07,716.6668701171875,725.29662738586,711.8382444141125,715.9186273791692,9457100
2025-07-08,718.9814453125,721.2161872254258,713.1351899702655,719.8793609595846,7770700
2025-07-09,731.0631103515625,735.8019810021477,721.0266226856489,721.0266226856489,11418000
2025-07-10,725.5360107421875,734.0759515650559,717.9138972384281,729.8359096434607,9913600
2025-07-11,715.828857421875,723.4608966552098,708.0371589748221,720.8071559255932,10873900
2025-07-14,719.2308959960938,726.294324886829,714.8711396040657,715.9186673172987,8939400
2025-07-15,708.7255249023438,722.7724907094275,708.1568531421487,722.2038798413794,11529500
2025-07-16,701.2630615234375,712.2971456091764,697.6316362880923,711.6985757605347,13067600
2025-07-17,699.7665405273438,704.2460714207873,695.4766277838654,702.7395996705828,11803300
2025-07-18,702.6298828125,703.0588680042227,690.0294703606638,700.5447529444856,12779800
2025-07-21,711.2994995117188,715.3200865485861,704.1064313362314,705.1439727205105,9404400
2025-07-22,703.1586303710938,714.9209845240272,699.7665722015134,714.5119719450398,8921100
2025-07-23,711.9081420898438,712.955669824656,703.2783841619789,704.7150127643985,8771600
2025-07-24,713.1251831054688,721.9245248031309,712.3270697155897,715.3699112663372,10920800
2025-07-25,711.0101928710938,718.9615509303371,710.2320520647048,715.2402488643816,8271700
2025-07-28,715.9486083984375,723.0419351595109,711.0101939967738,713.5243091595448,8715700
2025-07-29,698.3599243164062,722.7725627282049,698.2701083907326,718.3130650111608,13267000
2025-07-30,693.5811767578125,706.8400169758165,689.5805622612598,706.4310043795708,27077300
2025-07-31,771.6278076171875,782.9113054874113,763.7163951695271,773.3836936232736,38831100
2025-08-01,748.2527465820312,764.2052724882252,743.5637464392476,758.9476005405788,19028700
2025-08-04,774.5509033203125,775.0297591596476,756.6329629953856,758.2192643014026,15801700
2025-08-05,761.6712646484375,781.295161548868,761.2123204894835,774.6308198377485,11640300
2025-08-06,770.1812133789062,771.827371776558,758.6782598971715,768.1958857027562,9733900
2025-08-07,760.0449829101562,773.1841074016191,757.7702959207965,771.6776357205837,9019700
2025-08-08,767.49755859375,768.0961893607639,756.8027042152274,760.9629170758883,7320800
2025-08-11,764.0755004882812,771.6477433040145,762.8783000057905,768.2756580428696,7612000
2025-08-12,788.1489868164062,791.8103707559926,770.6201469797736,771.1888187456735,14563100
2025-08-13,778.2523193359375,793.5962894533881,776.4066172801486,789.2963900548351,8811800
2025-08-14,780.2974243164062,785.9641084064921,770.6999694623344,776.0573823379099,8116200
2025-08-15,783.3901977539062,794.3843975355859,778.9905571139482,782.3127720209482,13375400
2025-08-18,765.572021484375,773.9922487170201,754.7873521125813,773.2739649293972,16513700
2025-08-19,749.71923828125,765.3724785334582,747.604210382002,765.3226078635242,12286700
2025-08-20,745.9680786132812,748.4423094323544,729.2872824481717,745.8184665954027,11898200
2025-08-21,737.3682250976562,743.7532539146816,731.392269728463,742.965126847803,8876300
2025-08-22,753.021484375,755.1265868650723,732.6693186706706,737.4979443181139,10612700
2025-08-25,751.5349731445312,757.1019160115399,748.3724176422635,753.0514312038815,6861200
2025-08-26,752.3331298828125,753.1013452690629,746.187589469264,749.0408739151204,7601800
2025-08-27,745.62890625,752.3830637406979,741.0995653139147,750.5373617239242,8315400
2025-08-28,749.35009765625,751.2855545763716,739.0642569298059,742.2567713506037,7468000
2025-08-29,736.9691772460938,745.3894040667411,733.6269900366806,743.5337768140281,9070500
2025-09-02,733.3875732421875,734.2755025264773,720.0389186102121,724.3388175548104,9350900
2025-09-03,735.3230590820312,738.5155735710689,732.2702311831985,734.2755314397929,7699300
2025-09-04,746.8959350585938,759.3765729399474,744.0725487076684,746.8161054490425,11439100
2025-09-05,750.6870727539062,756.1741866261438,743.2844743615274,750.8566574056083,9663400
2025-09-08,750.537353515625,764.7140814935753,750.2580412178338,754.2286966166499,13087800
2025-09-09,763.9059448242188,764.5045146420852,751.6646744655906,755.715159278882,10999000
2025-09-10,750.2180786132812,763.9059640843684,749.2403942554,763.3372922969834,12478300
2025-09-11,749.140625,755.326049350588,746.6165236987539,752.8818385469593,7923300
2025-09-12,753.8197021484375,755.7950435825012,742.0174024328237,746.9757286440731,8248600
2025-09-15,762.9082641601562,772.2563046936084,750.2280226983954,755.6951631721865,10533800
2025-09-16,777.1747436523438,779.5291993784334,763.3072880544486,765.2028605665566,11782500
2025-09-17,773.9024658203125,781.4547366857648,764.5145401578408,778.16248073438,9400900
2025-09-18,778.421875,786.9319184464317,771.5480036492609,778.9207035004806,10955000
2025-09-19,776.5562133789062,788.9470955167301,767.3877436699294,784.5773532506886,23696800
2025-09-22,763.8824462890625,784.4181095052566,763.1935958899483,780.5445827585347,11706900
2025-09-23,754.1387329101562,769.3133047218867,749.815945650324,767.9655831903335,10872600
2025-09-24,759.3899536132812,759.8392144671293,751.2735837511626,756.2352564498105,8828200
2025-09-25,747.6595458984375,755.5064686568031,743.3068402529434,752.1920046258563,10591100
2025-09-26,742.5081787109375,750.6745134518627,736.1188402620083,748.7477432379202,9696300
2025-09-29,742.1587524414062,749.5264347617783,737.9158487633198,747.4698158948381,9246800
2025-09-30,733.1538696289062,741.7294934738761,725.087343094007,741.0107248479524,16226800
2025-10-01,716.1422729492188,720.6446913474787,709.0141800953496,720.28530706911,20419600
2025-10-02,725.8360595703125,726.5548890984803,716.9409630753169,721.3735522103992,11415300
2025-10-03,709.3735961914062,729.7794705550638,708.9942257916973,728.4117628788885,16154300
2025-10-06,714.465087890625,715.6830826309072,689.3571155710283,704.0125981338592,21654700
2025-10-07,711.889404296875,717.3003375901077,704.5716259627259,716.5216106896504,12062900
2025-10-08,716.6414794921875,718.4484549738279,706.6281969142439,712.2587946669486,10790600
2025-10-09,732.2852783203125,732.2852783203125,711.2504512938121,717.0807271377935,12717200
2025-10-10,704.1223754882812,734.0423674154782,703.333716456913,729.6995938834806,16980100
2025-10-13,714.5050048828125,718.7379155876384,706.4584651360833,711.8194939498104,9251800
2025-10-14,707.466796875,714.3552394376962,698.1623510959027,706.598254382022,8829800
2025-10-15,716.3519287109375,722.6913629779451,708.3253746524584,715.8627565899488,10246800
2025-10-16,710.881103515625,724.2786798244232,702.7047754671785,716.3519343648386,9017000
2025-10-17,715.7229614257812,717.3402516818879,704.9410060739878,705.8994251244851,12232400
2025-10-20,730.947509765625,732.5448748734839,718.9775387090459,719.9858621042338,8900200
2025-10-21,732.0457153320312,737.2669635645257,727.5332426508437,734.7911237948646,7647300
2025-10-22,732.1854248046875,739.3634223567747,722.8211423130082,732.6047674176828,8734500
2025-10-23,732.7744750976562,741.170406509876,731.8759534115667,733.4733185275871,9856000
2025-10-24,737.127197265625,739.9724753796752,729.9292742962166,735.5598112729552,9151300
2025-10-27,749.5663452148438,754.4881061640369,746.7610395763271,748.4781384032651,11321100
2025-10-28,750.1853637695312,757.1337649704751,744.2752651341964,751.3733793283152,12193800
2025-10-29,750.4149169921875,757.8924011644837,741.2702382858599,753.4897913670577,26818600
2025-10-30,665.3572387695312,679.8230975870755,649.08446528138,668.0328178882455,88440100
2025-10-31,647.2674560546875,673.7631824593219,644.4921293755289,673.383812052831,56953200
2025-11-03,636.645263671875,658.2291607688485,635.1177890022415,654.90470367213,33003600
2025-11-04,626.2725830078125,640.6684891460408,624.9647727272926,626.9913515895119,27356600
2025-11-05,634.88818359375,641.1576663615418,625.4938610947797,631.2542465797685,20219900
2025-11-06,617.9065551757812,634.938067569805,616.9681222612256,634.7882936522686,23628800
2025-11-07,620.6719360351562,621.0912176885568,600.1961723842201,615.4606203242017,29946800
2025-11-10,630.7052001953125,633.9397808237388,617.077966360211,630.0363359130761,19245000
2025-11-11,626.0330200195312,628.5088598168925,618.3558571038752,626.9514668906089,13302200
2025-11-12,607.9931640625,627.939784558569,606.7552442025384,627.0812350986922,24493300
2025-11-13,608.8717041015625,616.6187572691151,601.993193452889,612.0463872625083,20973800
2025-11-14,608.4424438476562,612.6553687237855,594.2062431482154,600.7852061056304,20724100
2025-11-17,601.0048217773438,610.6686515784111,594.4058732487083,608.0230519623859,16501300
2025-11-18,596.6920776367188,602.6520806612418,582.8053290854997,590.612218909938,25500600
2025-11-19,589.3343505859375,594.3359951431619,580.2794874440681,592.7286370493186,24744700
2025-11-20,588.1663208007812,605.706930555967,582.375956312388,602.4923362369276,20603000
2025-11-21,593.2578125,597.1213460929463,580.88848479756,587.517412968027,21052600
2025-11-24,612.0264282226562,615.6703584886146,596.6321908004635,597.7203367937327,23554900
2025-11-25,635.1576538085938,635.9862849922763,617.2675924687619,622.9580871825591,25213000
2025-11-26,632.5520629882812,637.2941320349476,630.5753884422047,636.6252677780955,15209500
2025-11-28,646.8681640625,646.9679727244463,634.4389389877349,635.0179876534709,11033200
2025-12-01,639.7999267578125,644.242508725797,636.6951341862962,638.4821234657416,13029900
2025-12-02,646.01953125,646.7882651016448,637.0046400682228,641.2675300698932,11640900
2025-12-03,638.5320434570312,647.7665988470103,636.4854785031988,643.3340098224904,11134300
2025-12-04,660.425537109375,674.9711573797597,658.9479666864565,674.87134871331,29874600
2025-12-05,672.2955932617188,673.5634922785046,661.2840414153883,662.8913386215002,21207900
2025-12-08,665.6866455078125,675.5801331063639,663.9595535520253,668.2224435191038,13161000
2025-12-09,655.8631591796875,663.3705623262879,652.2492080192432,662.6617867420982,12997100
2025-12-10,649.0444946289062,653.4171862971667,642.3257510862366,648.8648024836247,16910900
2025-12-11,651.6201782226562,654.1858943512054,639.730030479328,642.2158631242634,13056700
2025-12-12,643.1543579101562,709.8128965395189,637.543746077992,648.7150654102267,14016900
2025-12-15,646.9561157226562,652.4414097008485,638.1536544261938,645.1476664750544,15549100
2025-12-16,656.587890625,661.973233609148,642.6498114209788,642.9495426008936,14309100
2025-12-17,648.9443969726562,660.664343241777,648.644665798819,655.0491556477624,15598500
2025-12-18,663.881591796875,669.9863502083882,655.8984367998282,656.4679564970005,20260300
2025-12-19,658.2064819335938,670.4260003995075,657.6169598101359,665.8499012351181,49977100
2025-12-22,660.9341430664062,673.0038267300547,656.0883162216827,661.0840391473547,15659400
2025-12-23,664.3711547851562,665.4302455294139,657.6868755551602,659.4853234816244,8486800
2025-12-24,666.9789428710938,667.6084088263418,661.633543835896,661.9632786179176,5627500
2025-12-26,662.7225952148438,668.3777877623371,660.7543096382171,667.4885344385556,7133800
2025-12-29,658.1265258789062,659.6851889371151,653.8302165118,657.4471149030659,8506500
2025-12-30,665.3803100585938,671.6449047754843,657.2772625792347,658.1265110341435,9187500
